lead_time,market_segment_type,avg_price_per_room,booking_status,arrival_date,total_stay_nights
121,Online TA,103.5,0,2016-05-17,1
26,Online TA,153.67,0,2016-06-01,3
10,Direct,266.0,0,2016-05-26,3
78,Online TA,82.0,0,2015-07-09,3
31,Online TA,154.0,1,2015-07-19,7
81,Direct,277.0,0,2015-08-09,6
9,Corporate,184.45,0,2015-08-13,1
22,Direct,262.0,1,2015-08-14,7
72,Offline TA/TO,133.0,0,2015-08-22,7
6,Offline TA/TO,0.0,1,2015-09-23,2
10,Online TA,92.0,0,2015-10-19,3
5,Offline TA/TO,46.76,0,2015-10-31,7
1,Online TA,49.0,1,2015-11-01,1
30,Corporate,48.0,1,2015-11-09,7
20,Online TA,46.4,1,2015-12-03,1
60,Online TA,56.7,0,2015-12-18,1
92,Offline TA/TO,52.2,1,2016-04-19,4
93,Online TA,73.57,1,2016-04-25,7
3,Online TA,59.0,1,2016-04-26,1
76,Online TA,73.0,1,2016-05-01,4
6,Online TA,90.0,1,2016-05-02,3
221,Offline TA/TO,0.0,0,2016-06-13,0
15,Online TA,219.0,1,2016-07-07,4
26,Online TA,209.0,1,2016-07-28,2
291,Online TA,195.3,1,2016-08-12,8
46,Online TA,219.0,1,2016-09-05,1
211,Groups,30.0,1,2016-11-05,3
16,Online TA,97.67,1,2016-12-29,3
70,Online TA,250.0,1,2016-12-30,2
7,Corporate,28.5,0,2016-01-18,4
2,Direct,56.4,0,2016-04-06,1
10,Corporate,39.0,0,2016-04-18,2
268,Online TA,36.0,1,2015-11-19,3
179,Online TA,211.0,1,2015-08-03,5
78,Online TA,125.0,0,2015-07-26,5
143,Offline TA/TO,90.95,0,2015-07-30,5
1,Online TA,154.8,0,2015-08-05,1
14,Online TA,194.0,0,2015-08-28,2
200,Offline TA/TO,55.68,1,2015-09-07,10
177,Offline TA/TO,55.68,0,2015-08-20,14
25,Online TA,135.67,0,2015-09-11,3
0,Corporate,38.0,0,2015-11-18,1
0,Offline TA/TO,50.0,0,2015-11-17,2
7,Online TA,72.49,0,2015-11-17,9
2,Online TA,48.0,0,2015-11-28,1
5,Online TA,60.4,0,2015-12-05,1
14,Online TA,98.33,0,2015-12-24,3
132,Offline TA/TO,37.53,0,2015-12-21,7
138,Online TA,100.33,0,2016-01-02,3
5,Direct,73.25,0,2016-01-02,4
25,Direct,45.0,0,2016-03-09,2
5,Online TA,95.0,0,2016-03-19,5
101,Online TA,50.6,0,2016-03-29,4
11,Offline TA/TO,51.75,0,2016-04-04,5
49,Direct,71.0,0,2016-04-01,9
22,Offline TA/TO,73.25,0,2016-04-07,7
82,Direct,79.3,0,2016-04-13,6
29,Online TA,129.77,0,2016-06-04,7
150,Offline TA/TO,92.9,0,2016-06-05,10
9,Online TA,219.0,0,2016-07-07,1
179,Offline TA/TO,24.7,0,2016-07-11,5
134,Offline TA/TO,144.9,0,2016-07-14,7
0,Direct,139.0,0,2016-07-21,1
151,Offline TA/TO,171.18,0,2016-07-25,3
180,Offline TA/TO,126.0,0,2016-08-04,6
12,Online TA,270.0,0,2016-08-13,2
52,Online TA,213.86,0,2016-08-17,7
24,Direct,216.0,0,2016-12-30,3
66,Online TA,159.67,0,2016-09-17,3
39,Online TA,57.75,0,2016-10-23,1
21,Direct,68.0,0,2016-10-29,1
35,Offline TA/TO,46.0,0,2016-10-24,7
78,Direct,92.63,0,2016-11-02,3
89,Online TA,43.0,0,2016-10-29,7
43,Offline TA/TO,30.6,0,2016-11-03,5
27,Online TA,55.8,0,2016-11-06,6
160,Online TA,55.8,0,2016-11-12,4
23,Offline TA/TO,73.89,0,2016-11-19,14
80,Online TA,38.25,0,2016-11-10,28
17,Offline TA/TO,64.0,0,2016-12-01,7
71,Offline TA/TO,30.6,0,2016-12-10,7
223,Online TA,89.31,0,2016-12-20,7
47,Offline TA/TO,100.0,0,2015-08-18,2
0,Direct,130.0,0,2015-08-22,1
10,Online TA,156.0,1,2015-08-29,4
9,Direct,105.0,0,2015-09-11,1
90,Online TA,89.25,1,2015-09-13,3
116,Online TA,96.05,1,2015-09-18,3
92,Groups,170.0,1,2015-09-30,1
89,Online TA,63.75,0,2015-11-17,3
37,Online TA,95.4,1,2016-03-14,4
81,Online TA,85.68,0,2016-03-16,3
52,Online TA,85.85,1,2016-03-28,4
50,Online TA,98.6,1,2016-03-28,4
95,Groups,98.0,1,2016-04-20,2
1,Aviation,95.0,1,2016-05-25,1
132,Online TA,139.0,1,2016-07-07,3
193,Online TA,90.95,1,2016-07-13,9
117,Online TA,146.7,1,2016-07-14,3
19,Online TA,151.0,1,2016-07-16,2
139,Online TA,114.33,1,2016-07-31,4
7,Online TA,151.0,1,2016-08-04,3
124,Online TA,114.3,1,2016-08-08,6
165,Online TA,146.7,1,2016-08-12,3
110,Online TA,159.3,1,2016-08-12,5
133,Online TA,124.8,1,2016-08-16,3
68,Online TA,159.3,1,2016-08-29,4
65,Online TA,136.8,1,2016-09-07,3
66,Online TA,149.4,1,2016-09-08,4
27,Online TA,89.1,1,2016-09-25,2
263,Online TA,100.3,1,2016-09-29,6
51,Online TA,158.4,1,2016-10-17,2
115,Online TA,107.64,1,2016-10-22,5
303,Online TA,105.3,1,2016-10-27,3
16,Online TA,140.0,1,2016-10-29,3
212,Online TA,126.9,1,2016-10-31,5
317,Online TA,78.3,1,2016-11-19,2
12,Online TA,108.67,1,2016-11-25,3
35,Groups,75.0,1,2016-11-28,2
0,Online TA,71.25,1,2016-12-09,11
126,Online TA,136.8,1,2016-12-24,1
183,Online TA,93.5,0,2015-09-01,3
191,Groups,12.0,1,2016-04-10,2
18,Groups,170.0,0,2015-09-27,3
223,Online TA,89.25,1,2015-10-04,2
93,Online TA,106.2,1,2015-12-26,3
61,Online TA,99.75,1,2015-12-30,8
74,Online TA,86.58,1,2016-01-01,5
1,Corporate,79.0,0,2015-12-29,1
22,Offline TA/TO,134.78,0,2015-12-26,4
2,Online TA,93.0,0,2016-01-24,4
81,Direct,85.0,0,2016-01-30,2
49,Online TA,69.5,0,2016-03-06,3
29,Online TA,86.93,0,2016-03-08,3
26,Offline TA/TO,87.0,0,2016-03-07,5
15,Direct,97.0,0,2016-03-16,2
38,Online TA,71.1,0,2016-03-14,4
128,Online TA,67.22,0,2016-03-18,3
45,Online TA,217.75,0,2016-03-15,10
67,Online TA,81.9,0,2016-04-01,3
48,Online TA,88.5,0,2016-04-17,3
110,Online TA,109.25,0,2016-05-01,5
117,Online TA,105.3,0,2016-05-05,3
157,Online TA,127.0,0,2016-05-05,3
81,Online TA,116.1,0,2016-05-07,3
0,Online TA,80.0,0,2016-12-23,1
191,Online TA,100.3,0,2016-05-11,5
70,Online TA,119.85,0,2016-05-11,7
64,Corporate,140.0,0,2016-05-17,2
50,Online TA,164.0,1,2015-07-25,7
48,Online TA,115.0,0,2015-07-26,3
60,Direct,175.0,1,2015-08-10,8
80,Online TA,98.02,1,2015-08-11,7
37,Online TA,222.0,0,2015-08-21,7
93,Online TA,192.2,1,2015-08-26,5
108,Online TA,118.29,1,2015-08-27,7
78,Online TA,92.67,1,2015-09-09,9
104,Offline TA/TO,73.5,0,2015-09-17,7
84,Offline TA/TO,114.48,0,2015-09-21,7
21,Corporate,75.65,1,2015-09-23,1
137,Online TA,87.86,0,2015-09-23,7
115,Online TA,56.0,0,2015-10-02,4
31,Corporate,40.0,1,2015-11-02,16
0,Direct,49.0,0,2015-11-07,1
73,Online TA,48.0,1,2016-03-28,3
186,Online TA,46.98,1,2016-05-01,7
356,Offline TA/TO,136.73,0,2016-07-10,9
41,Direct,234.6,1,2016-08-12,4
139,Online TA,160.0,1,2016-08-28,3
52,Online TA,247.57,1,2016-08-29,7
95,Online TA,58.0,1,2016-10-17,5
76,Online TA,58.0,1,2016-10-23,5
86,Online TA,59.16,1,2016-10-25,9
199,Online TA,84.6,1,2016-11-23,7
16,Online TA,56.0,1,2016-11-25,1
44,Online TA,75.0,1,2016-12-27,3
135,Online TA,55.8,1,2016-12-28,1
7,Corporate,27.0,0,2016-01-13,2
67,Online TA,209.17,0,2015-07-31,7
130,Direct,113.9,0,2015-08-08,7
37,Online TA,104.97,0,2015-08-27,4
16,Online TA,137.0,0,2015-10-03,1
5,Direct,66.0,0,2015-10-13,1
9,Online TA,48.0,0,2015-11-02,3
2,Offline TA/TO,25.0,0,2015-11-27,1
0,Direct,70.0,0,2016-11-12,1
11,Offline TA/TO,32.0,0,2015-12-07,1
6,Online TA,38.4,0,2015-12-09,1
69,Online TA,136.0,0,2016-12-23,2
0,Online TA,48.0,0,2016-01-18,3
0,Corporate,77.0,0,2016-06-06,3
0,Offline TA/TO,41.18,0,2016-02-08,2
1,Online TA,44.66,0,2016-03-01,4
0,Offline TA/TO,30.0,0,2016-03-07,2
14,Offline TA/TO,29.0,0,2016-03-19,1
76,Online TA,78.0,0,2016-03-12,10
83,Online TA,52.2,0,2016-04-06,7
61,Offline TA/TO,62.64,0,2016-04-09,5
59,Direct,61.2,0,2016-04-21,2
84,Online TA,68.0,0,2016-04-26,4
98,Online TA,99.0,0,2016-04-30,6
37,Online TA,95.0,0,2016-05-07,4
113,Offline TA/TO,78.94,0,2016-05-07,11
71,Online TA,78.0,0,2016-05-18,7
142,Direct,121.25,0,2016-06-05,11
194,Online TA,101.0,0,2016-06-12,12
258,Offline TA/TO,68.54,0,2016-06-29,7
13,Online TA,261.0,0,2016-08-09,3
174,Direct,153.5,0,2016-08-08,10
60,Online TA,281.0,0,2016-08-21,4
22,Online TA,216.0,0,2016-08-27,2
230,Offline TA/TO,57.8,0,2016-09-08,7
71,Online TA,121.33,0,2016-09-12,3
296,Offline TA/TO,76.5,0,2016-09-25,8
163,Online TA,95.0,0,2016-10-02,4
29,Offline TA/TO,42.0,0,2016-10-15,3
17,Online TA,55.65,0,2016-10-30,6
59,Online TA,29.11,0,2016-11-09,1
15,Online TA,54.0,0,2016-11-23,4
0,Online TA,48.0,0,2016-11-30,2
155,Direct,66.22,0,2016-12-21,7
4,Direct,75.0,0,2015-08-17,7
7,Online TA,90.0,0,2015-08-26,2
10,Offline TA/TO,85.0,0,2015-09-05,1
4,Online TA,128.5,0,2015-09-12,2
6,Online TA,105.0,0,2015-09-13,1
24,Online TA,119.25,0,2015-09-17,4
31,Online TA,200.0,1,2015-09-25,2
7,Online TA,73.9,1,2016-01-11,7
64,Online TA,73.95,1,2016-02-12,4
52,Online TA,84.8,0,2016-02-18,2
11,Offline TA/TO,62.0,1,2016-03-16,3
57,Online TA,108.0,1,2016-03-21,3
37,Online TA,159.3,1,2016-03-25,1
122,Online TA,99.45,1,2016-05-03,4
38,Online TA,140.4,1,2016-05-13,3
144,Online TA,92.55,1,2016-05-25,5
178,Online TA,114.3,0,2016-05-27,2
27,Online TA,94.35,1,2016-06-12,2
101,Offline TA/TO,95.88,1,2016-06-17,2
172,Online TA,85.5,1,2016-06-26,2
44,Direct,101.15,1,2016-07-01,2
139,Online TA,85.5,1,2016-07-02,1
149,Online TA,114.3,1,2016-07-04,2
9,Online TA,197.0,1,2016-07-15,1
149,Online TA,105.9,1,2016-07-20,3
159,Online TA,114.3,1,2016-08-08,3
57,Online TA,123.55,1,2016-08-29,11
65,Online TA,149.4,1,2016-09-09,1
94,Online TA,108.0,1,2016-10-06,4
1,Offline TA/TO,107.0,1,2016-10-18,1
21,Online TA,83.2,1,2016-10-25,3
72,Online TA,126.64,1,2016-10-31,7
64,Online TA,106.2,1,2016-11-03,4
496,Groups,62.8,1,2016-11-17,2
28,Online TA,104.0,1,2016-11-25,3
10,Online TA,120.36,1,2016-12-30,5
1,Complementary,0.0,0,2016-01-22,1
158,Online TA,76.5,0,2015-08-07,7
256,Offline TA/TO,0.0,0,2015-09-14,3
3,Corporate,67.0,0,2016-06-20,2
44,Offline TA/TO,60.0,0,2015-11-08,3
17,Corporate,65.0,1,2015-11-12,1
44,Corporate,75.0,0,2016-07-08,1
3,Offline TA/TO,77.6,1,2015-11-28,1
5,Direct,85.0,0,2015-12-14,1
19,Offline TA/TO,58.0,0,2015-12-20,3
77,Online TA,109.93,0,2015-12-31,3
4,Complementary,0.0,0,2016-01-09,2
1,Online TA,66.7,0,2016-01-14,1
117,Offline TA/TO,86.33,0,2016-02-29,3
29,Offline TA/TO,87.0,0,2016-03-04,3
10,Online TA,89.0,0,2016-04-03,2
6,Direct,89.0,0,2016-04-07,1
21,Online TA,144.0,0,2016-04-13,2
63,Online TA,116.1,0,2016-05-07,1
8,Offline TA/TO,95.0,0,2016-05-12,2
52,Offline TA/TO,85.0,0,2016-05-27,3
88,Online TA,126.9,0,2016-06-02,3
42,Online TA,91.5,0,2015-12-28,2
31,Offline TA/TO,123.0,0,2015-07-12,11
76,Online TA,126.0,1,2015-07-14,4
0,Direct,134.0,0,2015-07-23,1
35,Offline TA/TO,149.0,0,2015-07-27,4
10,Online TA,211.5,1,2015-08-09,2
74,Online TA,130.2,1,2015-08-25,5
160,Offline TA/TO,97.54,0,2015-09-08,7
2,Corporate,92.6,0,2015-10-04,1
22,Online TA,53.37,0,2015-10-08,7
3,Online TA,83.33,0,2015-10-09,3
33,Online TA,76.0,0,2015-11-21,1
129,Online TA,71.88,0,2015-12-26,10
51,Groups,26.0,1,2016-03-17,1
201,Online TA,37.54,1,2016-03-19,7
60,Online TA,70.11,1,2016-03-25,7
34,Online TA,173.0,1,2016-04-29,2
3,Offline TA/TO,70.0,1,2016-05-01,1
141,Online TA,88.0,1,2016-05-05,2
158,Online TA,65.7,1,2016-05-14,7
211,Groups,85.0,1,2016-05-14,2
50,Online TA,129.0,1,2016-06-13,5
149,Online TA,260.0,1,2016-07-10,1
98,Online TA,224.43,1,2016-07-23,7
248,Online TA,157.5,1,2016-08-06,10
24,Online TA,299.0,1,2016-08-13,3
82,Online TA,201.86,1,2016-08-13,7
169,Offline TA/TO,139.5,1,2016-09-01,7
257,Online TA,143.0,1,2016-09-12,5
87,Online TA,58.0,1,2016-10-27,3
128,Online TA,129.0,0,2015-07-08,3
1,Online TA,88.2,0,2015-07-12,1
159,Offline TA/TO,96.3,0,2015-08-02,6
236,Offline TA/TO,104.98,0,2015-08-25,7
0,Direct,70.0,0,2016-10-30,1
9,Online TA,48.2,0,2015-10-14,5
3,Offline TA/TO,31.2,0,2015-10-26,1
103,Online TA,76.12,0,2015-10-24,7
6,Offline TA/TO,69.0,0,2015-11-15,7
11,Online TA,58.0,0,2015-12-15,1
17,Offline TA/TO,30.0,0,2016-01-29,2
0,Offline TA/TO,48.19,0,2016-02-06,4
26,Online TA,54.0,0,2016-02-17,4
2,Online TA,82.5,0,2016-12-10,1
13,Online TA,49.74,0,2016-03-06,7
109,Offline TA/TO,72.5,0,2016-05-02,7
39,Offline TA/TO,41.6,0,2016-05-08,4
112,Offline TA/TO,83.0,0,2016-06-01,2
109,Offline TA/TO,64.9,0,2016-06-06,7
164,Offline TA/TO,57.8,0,2016-06-30,10
0,Online TA,158.86,0,2016-07-14,3
29,Offline TA/TO,194.5,0,2016-07-23,2
4,Online TA,209.71,0,2016-07-25,7
179,Offline TA/TO,103.5,0,2016-07-31,4
0,Online TA,244.0,0,2016-08-11,1
88,Online TA,213.6,0,2016-08-17,5
16,Online TA,201.0,0,2016-09-03,4
232,Offline TA/TO,56.95,0,2016-09-27,9
8,Online TA,80.0,0,2016-10-04,2
0,Direct,130.0,0,2016-10-12,1
30,Online TA,146.71,0,2016-10-15,7
27,Online TA,95.0,0,2016-10-28,1
46,Offline TA/TO,35.0,0,2016-11-05,7
0,Complementary,62.5,0,2016-11-30,2
38,Direct,130.35,0,2016-12-24,2
25,Online TA,68.67,0,2016-12-20,6
29,Online TA,63.46,0,2016-12-21,7
78,Offline TA/TO,168.0,0,2016-12-31,2
109,Online TA,76.5,1,2015-07-16,1
1,Corporate,65.0,1,2015-08-04,2
140,Online TA,76.5,0,2015-08-10,9
107,Online TA,90.0,0,2015-08-12,1
8,Online TA,99.0,1,2015-08-16,1
0,Direct,124.0,0,2015-08-19,1
4,Direct,75.0,0,2015-08-24,1
16,Online TA,135.0,0,2015-09-07,4
35,Online TA,145.35,0,2015-09-18,2
92,Online TA,89.25,0,2015-10-06,5
204,Offline TA/TO,61.38,0,2015-10-09,4
2,Online TA,79.6,0,2016-01-03,4
30,Online TA,75.15,1,2016-01-15,2
49,Online TA,75.95,0,2016-01-24,5
50,Online TA,75.95,0,2016-01-24,5
38,Online TA,78.3,1,2016-02-12,4
55,Offline TA/TO,56.0,1,2016-02-24,2
64,Online TA,71.6,0,2016-03-05,4
29,Online TA,77.5,1,2016-03-09,3
96,Online TA,99.45,0,2016-03-24,4
103,Online TA,96.05,0,2016-04-06,5
60,Offline TA/TO,75.0,1,2016-04-08,4
88,Online TA,90.9,1,2016-04-26,3
123,Online TA,100.8,1,2016-04-30,2
47,Online TA,198.9,1,2016-05-06,2
18,Online TA,136.0,1,2016-05-09,3
141,Online TA,116.11,1,2016-05-23,5
80,Online TA,104.49,1,2016-06-21,1
40,Online TA,102.6,1,2016-06-27,4
54,Online TA,119.7,1,2016-07-02,7
187,Online TA,86.5,1,2016-07-07,2
173,Online TA,168.3,1,2016-07-08,1
167,Online TA,137.7,1,2016-07-29,2
120,Online TA,127.8,1,2016-08-08,4
83,Online TA,140.4,1,2016-08-12,2
66,Online TA,125.1,1,2016-08-16,2
107,Offline TA/TO,96.9,1,2016-08-20,3
5,Aviation,110.0,1,2016-09-12,2
155,Online TA,143.1,1,2016-09-18,2
163,Online TA,140.4,1,2016-09-19,4
45,Direct,127.2,1,2016-12-02,2
220,Online TA,114.75,1,2016-12-30,4
22,Online TA,101.0,0,2015-10-06,1
3,Online TA,132.33,0,2015-10-23,3
3,Corporate,79.0,0,2015-11-26,1
1,Direct,80.0,0,2016-01-13,1
15,Corporate,80.0,0,2016-01-26,2
4,Online TA,139.0,0,2016-02-12,3
13,Online TA,91.0,0,2016-02-12,3
7,Online TA,85.0,0,2016-02-15,2
4,Corporate,81.0,0,2016-02-19,1
12,Offline TA/TO,100.0,0,2016-02-20,4
9,Offline TA/TO,56.0,0,2016-03-02,2
45,Direct,71.1,0,2016-03-10,1
21,Direct,92.5,0,2016-03-11,2
25,Offline TA/TO,63.58,0,2016-03-13,4
6,Direct,107.0,0,2016-03-14,7
1,Online TA,161.5,0,2016-03-19,4
59,Offline TA/TO,80.75,0,2016-03-31,4
66,Online TA,94.5,0,2016-04-13,2
0,Online TA,90.78,0,2016-04-23,1
90,Online TA,129.02,0,2016-04-23,5
28,Online TA,135.0,0,2016-05-19,1
77,Offline TA/TO,105.4,0,2016-05-16,4
63,Online TA,97.71,0,2016-05-22,3
71,Online TA,119.85,0,2016-05-30,4
12,Online TA,141.0,1,2016-08-15,4
0,Direct,121.0,0,2016-04-23,1
14,Online TA,98.0,0,2015-07-02,2
34,Online TA,120.2,0,2015-07-12,2
45,Online TA,167.0,0,2015-07-18,7
165,Offline TA/TO,44.5,0,2015-09-29,7
1,Online TA,56.4,0,2015-10-11,1
62,Direct,83.6,0,2015-11-30,4
28,Online TA,56.0,1,2016-01-09,1
208,Direct,119.25,1,2016-07-03,13
18,Online TA,159.0,1,2016-07-08,2
168,Online TA,205.0,1,2016-08-06,8
65,Direct,222.5,1,2016-08-08,12
166,Offline TA/TO,46.0,1,2016-10-02,4
67,Online TA,139.0,1,2016-10-03,3
5,Groups,8.0,1,2016-10-22,4
186,Online TA,49.17,1,2016-10-30,7
136,Direct,188.0,0,2016-07-29,9
3,Online TA,75.0,0,2016-04-14,1
7,Corporate,35.0,0,2015-11-10,1
23,Offline TA/TO,46.4,0,2015-10-04,2
183,Online TA,79.2,1,2015-07-06,7
44,Online TA,118.99,0,2015-07-31,3
47,Offline TA/TO,147.09,0,2015-08-22,7
66,Online TA,155.33,0,2015-09-19,6
131,Online TA,99.0,0,2015-09-23,7
32,Online TA,58.93,0,2015-10-16,7
3,Offline TA/TO,26.0,0,2015-12-18,2
61,Offline TA/TO,45.0,0,2016-01-05,4
9,Online TA,76.0,0,2016-01-17,1
6,Corporate,65.0,0,2016-09-12,3
8,Offline TA/TO,47.53,0,2016-03-12,7
15,Direct,45.0,0,2016-03-18,2
43,Online TA,158.0,0,2016-03-24,2
70,Direct,79.5,0,2016-03-23,4
91,Offline TA/TO,59.0,0,2016-04-20,1
105,Online TA,52.2,0,2016-04-22,3
18,Online TA,107.0,0,2016-04-29,2
61,Online TA,179.33,0,2016-04-26,6
114,Offline TA/TO,38.83,0,2016-05-12,14
23,Online TA,126.71,0,2016-06-04,7
217,Online TA,90.71,0,2016-06-22,14
38,Online TA,194.0,0,2016-07-24,6
1,Direct,169.0,0,2016-08-19,1
55,Online TA,230.64,0,2016-08-21,4
39,Online TA,270.38,0,2016-08-21,8
59,Direct,251.0,0,2016-09-03,7
236,Direct,83.81,0,2016-09-11,8
19,Online TA,134.0,0,2016-09-21,5
146,Direct,156.0,0,2016-09-24,7
19,Direct,136.67,0,2016-10-27,3
142,Online TA,50.57,0,2016-10-29,7
0,Offline TA/TO,40.0,0,2016-11-15,1
13,Online TA,60.0,0,2016-12-02,1
4,Online TA,66.0,0,2016-12-04,1
0,Direct,61.0,0,2016-12-08,1
14,Direct,75.0,0,2015-08-18,6
2,Online TA,89.0,0,2015-08-21,4
149,Online TA,80.75,1,2015-08-29,4
13,Online TA,99.0,0,2015-08-30,5
3,Direct,105.33,0,2015-08-31,3
6,Online TA,114.5,0,2015-09-02,4
14,Online TA,115.0,0,2015-09-05,2
17,Direct,76.5,0,2015-12-25,2
17,Online TA,136.0,0,2015-12-28,4
39,Online TA,89.3,0,2016-01-17,2
12,Online TA,129.0,1,2016-02-07,3
2,Online TA,85.03,1,2016-02-11,3
154,Offline TA/TO,62.0,0,2016-02-12,3
37,Online TA,69.9,1,2016-02-22,3
81,Online TA,67.5,0,2016-03-09,3
4,Online TA,127.0,1,2016-03-11,3
85,Online TA,76.5,0,2016-03-28,3
58,Online TA,123.3,1,2016-03-31,3
48,Online TA,131.4,1,2016-04-01,5
32,Online TA,108.3,1,2016-04-13,3
18,Online TA,112.33,1,2016-04-15,3
123,Online TA,108.3,1,2016-04-29,3
28,Online TA,156.0,1,2016-05-20,2
35,Online TA,132.3,1,2016-06-21,1
43,Online TA,95.1,1,2016-06-26,3
129,Online TA,80.75,1,2016-06-27,5
139,Online TA,116.45,1,2016-07-11,5
64,Online TA,139.5,1,2016-07-12,4
139,Online TA,131.36,1,2016-07-16,13
106,Online TA,121.37,1,2016-07-18,7
92,Online TA,121.8,1,2016-07-28,3
121,Direct,97.75,1,2016-08-06,2
178,Online TA,88.77,1,2016-08-25,3
228,Online TA,90.95,1,2016-08-27,6
104,Online TA,132.3,1,2016-10-11,7
35,Online TA,109.0,1,2016-10-28,2
307,Online TA,73.95,1,2016-12-08,12
36,Online TA,88.0,1,2016-12-27,1
264,Groups,62.0,1,2015-07-08,2
260,Offline TA/TO,80.0,1,2015-09-18,2
0,Corporate,152.0,1,2015-09-10,1
3,Online TA,177.5,0,2015-09-19,2
26,Corporate,65.0,1,2016-07-11,1
11,Offline TA/TO,85.0,0,2015-10-18,4
7,Offline TA/TO,95.0,0,2015-10-30,1
39,Offline TA/TO,60.0,0,2015-10-30,3
8,Online TA,80.3,0,2016-01-15,1
67,Online TA,79.2,0,2015-11-21,2
68,Online TA,93.78,0,2015-12-30,3
5,Online TA,68.22,0,2016-02-01,3
2,Corporate,97.0,0,2016-02-05,2
9,Offline TA/TO,66.0,0,2016-02-05,3
16,Online TA,109.0,0,2016-02-17,4
33,Online TA,88.4,0,2016-02-19,2
6,Direct,70.0,0,2016-03-02,2
56,Offline TA/TO,55.38,0,2016-03-02,5
52,Offline TA/TO,107.0,0,2016-03-19,3
121,Offline TA/TO,100.0,0,2016-04-06,4
2,Aviation,94.0,0,2016-10-30,2
56,Online TA,85.5,0,2016-04-18,2
71,Online TA,88.5,0,2016-04-24,3
53,Online TA,120.0,0,2016-04-28,3
0,Online TA,0.0,0,2016-05-02,3
9,Direct,103.7,0,2016-05-09,2
13,Offline TA/TO,90.0,0,2016-05-09,3
0,Online TA,48.0,0,2016-01-23,1
4,Online TA,108.0,0,2016-02-26,3
77,Online TA,94.0,0,2015-07-01,7
47,Online TA,148.63,1,2015-07-29,8
0,Online TA,178.67,0,2015-08-14,3
11,Direct,98.0,0,2015-09-08,4
42,Direct,74.0,0,2015-09-16,3
56,Online TA,55.8,0,2015-09-30,3
122,Offline TA/TO,22.11,1,2016-01-12,42
19,Online TA,48.0,1,2016-02-28,10
49,Groups,66.0,1,2016-03-05,4
64,Online TA,66.6,1,2016-03-25,5
275,Groups,45.9,0,2016-04-10,7
91,Online TA,68.0,1,2016-04-27,4
27,Online TA,65.0,1,2016-04-28,2
39,Offline TA/TO,39.0,1,2016-05-08,2
234,Online TA,88.0,1,2016-05-09,7
102,Online TA,62.2,1,2016-05-27,5
250,Offline TA/TO,59.31,0,2016-06-15,7
170,Offline TA/TO,57.8,1,2016-07-01,7
198,Offline TA/TO,128.35,0,2016-07-04,14
181,Online TA,72.9,1,2016-07-07,7
144,Offline TA/TO,110.7,1,2016-07-16,7
281,Offline TA/TO,115.92,1,2016-07-16,10
162,Online TA,240.0,1,2016-07-23,7
145,Online TA,191.0,1,2016-08-11,1
123,Online TA,216.0,1,2016-08-14,5
54,Online TA,204.0,1,2016-08-24,4
42,Online TA,269.0,1,2016-08-27,4
178,Online TA,209.5,1,2016-08-27,6
376,Offline TA/TO,46.75,0,2016-09-18,14
174,Online TA,76.5,1,2016-09-30,4
44,Complementary,0.0,1,2016-11-30,1
16,Offline TA/TO,96.0,1,2016-12-07,4
0,Corporate,40.0,1,2016-03-14,1
2,Direct,75.0,0,2016-06-02,1
20,Online TA,48.0,0,2016-03-28,1
56,Offline TA/TO,112.5,0,2015-07-20,10
33,Offline TA/TO,131.2,0,2015-07-26,6
68,Online TA,140.37,0,2015-08-08,2
289,Online TA,110.7,1,2015-09-03,3
194,Direct,96.3,0,2015-09-07,5
289,Groups,69.0,1,2015-11-20,3
10,Offline TA/TO,65.12,0,2015-09-28,7
283,Groups,41.98,0,2015-10-12,7
51,Online TA,47.0,0,2015-10-22,4
74,Offline TA/TO,39.68,0,2015-10-25,7
29,Offline TA/TO,37.0,0,2015-12-25,3
2,Online TA,64.25,0,2016-01-01,4
38,Offline TA/TO,26.0,0,2016-01-03,3
2,Online TA,56.4,0,2016-01-04,5
32,Online TA,52.8,0,2016-01-27,2
57,Offline TA/TO,26.1,0,2016-03-12,7
73,Online TA,66.0,0,2016-03-22,4
45,Offline TA/TO,69.0,0,2016-04-08,4
75,Direct,114.3,0,2016-05-10,7
74,Direct,70.0,0,2016-05-14,9
94,Online TA,73.0,0,2016-05-21,7
139,Offline TA/TO,58.9,0,2016-06-05,7
210,Online TA,61.88,0,2016-06-30,14
12,Online TA,240.86,0,2016-07-11,7
1,Online TA,191.1,0,2016-07-30,1
94,Online TA,318.71,0,2016-07-31,7
200,Offline TA/TO,132.96,0,2016-08-01,10
17,Online TA,251.07,0,2016-08-06,7
4,Direct,224.1,0,2016-08-20,3
0,Direct,194.0,0,2016-08-25,1
27,Online TA,236.14,0,2016-08-22,7
4,Direct,118.0,0,2016-09-03,2
0,Offline TA/TO,0.0,0,2016-09-08,0
227,Offline TA/TO,70.0,0,2016-09-05,7
153,Online TA,95.67,0,2016-09-24,6
8,Online TA,136.0,0,2016-10-02,1
7,Groups,50.0,0,2016-10-05,5
50,Online TA,58.0,0,2016-10-29,3
34,Online TA,60.48,0,2016-11-11,4
60,Online TA,53.84,0,2016-11-20,5
40,Online TA,63.0,0,2016-12-02,2
65,Online TA,68.85,1,2015-07-10,2
2,Groups,62.0,0,2015-08-15,4
9,Offline TA/TO,36.25,0,2015-08-15,3
4,Corporate,84.0,1,2015-08-18,1
